日期	问题jira链接+摘要	收集到的信息	产品Agent判断	准确率标注	吴优	状态	复盘后的产品Agent判断	备注	相关文档
2026-07-13	ADS-45188｜语音标记日志执行问题/需求定义	2026-07-17在线复测原话仍落1919；标准点1087、深蓝点24315支持查询当前目的地。	解决：将原话泛化到meta_id=1015；语音NLU/算法配置处理。	FALSE		可转语音		回归需在导航中验证目的地TTS，不只校验meta_id。	http://jira.i-tetris.com/browse/ADS-45188；https://vos-debug.i-tetris.com/#/mark/log/detail/34015；https://alchemy.i-tetris.com/#/functional/points/detail/1087；https://alchemy.i-tetris.com/#/functional/projectPoints/detail/24315
2026-07-13	ADS-45852｜大模型卡片打开时车控后弹窗不消失	Jira：大模型卡片打开时语音车控后未消失；无评论或相关UE，现有卡片策略未定义普通车控后自动退出。	关闭无效bug：普通车控执行不触发大模型卡片关闭；仅显式取消、超时或拉起目标应用时退出卡片。	FALSE		可关闭		复用深蓝管家卡片页面优先级规则；无Jira评论。	http://jira.i-tetris.com/browse/ADS-45852；http://jira.i-tetris.com/browse/SLV-43932
2026-07-13	SM-17386｜进入情景模式后，开启小憩模式后点击退出，大灯任然是之前设置的状态，没有变成自动大灯。	Jira：C673-G（有网）/CDC/SWD.4.53，必现5/5；进入小憩后退出，大灯保持进入前状态。4条评论中明确“小憩模式不控制大灯”，客户仍要求退出后恢复自动大灯；《深蓝情景模式车型配置_20250516》仅定义小憩开启前置条件和退出，未定义大灯恢复。	当前现状符合旧定义，不判现有实现故障；按客户预期新增规则：退出小憩后大灯模式置为自动，进入小憩不改灯；补齐手动操作、异常退出和下电边界后转情景模式/车身灯控研发评估，不直接关闭。	FALSE		转需求评估		经办人：吴优；责任边界：情景模式/车身灯控。需补齐进入前手动状态是否保留、手动改灯、异常退出和下电边界；本次仅更新表，未评论 Jira、未转派。	SM-17386 / 情景模式配置表
2026-07-13	SLV-43996｜场景积木文案： 每个行车仅一次，当前为：每个行程仅一次	Jira：待办/P2->Medium，场景积木文案： 每个行车仅一次，当前为：每个行程仅一次；关键评论：余玲：UI是根据这个版本的UE做的，请产品确认文言是否正确；工作说明对应模块未见直接结论。	按当前生效定义处理，作为非问题关闭；测试同步修正用例或预期。	FALSE		可关闭		经办人：吴优；已按时间线读取 2 条评论；现状符合定义	吴优工作说明
2026-07-13	SLV-43979｜语音：从重庆中央公园到乐山和宜宾哪个开车更近，TTS两个回复，且地图卡片展示文言不对	"Jira：当前经办人吴优；待办；历史日志把同一句拆成两个1209操作，当前BIGSUR实测为单个1209，但把乐山写成dest_poi、宜宾写成dest_city，仍不能形成两目的地比较。 Drive：已按Jira key、问题概念和模块资料检索并打开正文。Alchemy：meta_id=1209，navi:dest:search；from_poi=重庆中央公园、dest_poi=乐山、dest_city=宜宾、preference=nearest，无法表达乐山与宜宾两目的地比较。
资料：Jira原票 / 海外语音功能清单"	"结论：定义为转需求。现行功能只定义单目的地导航/搜索，未定义从同一起点比较两个目的地驾驶距离；当前把第二目的地误装进dest_city，结果不可接受。
依据：Jira完整时间线；海外语音功能清单的单目的地导航范围；Alchemy BIGSUR当前1209；标准1433/深蓝24552。
处理：新增双目的地距离比较的意图、参数结构和地图卡片/TTS规则；语音导航产品/DS负责人处理。
资料：Jira原票 / 海外语音功能清单"	FALSE		转需求		经办人：吴优；2026-08-18普通复查；Drive正文、版本族、关联票和Alchemy已核验；责任方：语音导航产品/DS负责人；未评论/转派/关闭Jira。	"Jira原票
海外语音功能清单"
2026-07-13	SLV-43958｜接续路算 开关没做	Jira：待办/P1->High，接续路算 开关没做；关键评论：徐飞：；工作说明对应模块未见直接结论。	地图研发（程云）按 Jira 预期结果修复当前差异并提供目标版本，测试回归。	FALSE		可转研发		经办人：吴优；已按时间线读取 1 条评论；按现象分流	吴优工作说明
2026-07-13	SLV-43957｜终点停车场推荐 开关没做	Jira：待办/P1->High，终点停车场推荐 开关没做；关键评论：徐飞：；工作说明对应模块未见直接结论。	地图研发（程云）按 Jira 预期结果修复当前差异并提供目标版本，测试回归。	FALSE		可转研发		经办人：吴优；已按时间线读取 1 条评论；按现象分流	吴优工作说明
2026-07-13	SLV-43870｜点击音乐展示分屏功能，导航tbt会分割一下	Jira：待办/P1->High，点击音乐展示分屏功能，导航tbt会分割一下；关键评论：程云：路口大图现在是按照矢量图来实现的，是直接绘制在地图底图上，与tbt视图无法保证更新一致。 措施：方案１、仍使用矢量图，需要修改UI设计，路口大图和tbt分开显示。 方案２、路口大图使用栅格图实现，但栅格图不支持近接路口图和混淆路口图的特殊处理，也不支持…；工作说明对应模块未见直接结论。	地图研发（程云）按预期结果修复并提供目标版本，测试回归后关闭。	FALSE		可转研发		经办人：吴优；已按时间线读取 1 条评论；实现问题	吴优工作说明
2026-07-13	SD-5831｜query：打开手机遗忘提醒，回复暂不支持这样的说法	Jira：待办/P2->Medium，query：打开手机遗忘提醒，回复暂不支持这样的说法；关键评论：聂汉维：麻烦产品确认下是否有打开手机遗忘提醒这个需求，应该走到那个功能点？；在线对话：meta_id=3183，type=vehicle:audio:beep:phone_left_reminder:ctrl，标准能力已命中；工作说明对应模块未见直接结论。	语音项目功能点/DS处理：标准能力已命中，补齐深蓝项目继承与执行策略后回归。	FALSE		转语音		经办人：吴优；已按时间线读取 1 条评论；语音链路	吴优工作说明
2026-07-13	SD-5715｜点击报警音，触屏音效和预览音同时播放	"Jira：当前经办人吴优；待办；研发已定位MegaSegmentPreference点击音与CHIME_PREVIEW并发，并给出递归关闭预览控件soundEffectsEnabled的修复方案。 Drive：已按Jira key、问题概念和模块资料检索并打开正文。Alchemy：不适用
资料：Jira原票 / 质量审查表"	"结论：暂不按非问题关闭，也不直接定为实现缺陷；当前缺少生效产品资料定义报警音预览与触屏音的叠加关系。
依据：Jira已证明MegaSegmentPreference点击音与CHIME_PREVIEW并发；Drive质量审查仍列为核心缺陷，但未提供目标交互条款。
处理：CarSettings声音设置产品负责人补齐预览控件的声音优先级口径；确认仅保留预览音后，再由CarSettings研发按现有方案禁用该控件触屏音并回归。
资料：Jira原票 / 质量审查表"	FALSE		待复核		经办人：吴优；2026-08-18普通复查；Drive正文、版本族、关联票和Alchemy已核验；责任方：CarSettings声音设置产品负责人；未评论/转派/关闭Jira。	"Jira原票
质量审查表"
2026-07-13	SD-5507｜query：Saya lapar sila cari kedai makanan，回复我们想去哪里？	"Jira：当前经办人吴优；重新打开；历史日志曾下发1209/restaurant但缺literal，车端回问目的地；当前BIGSUR已退化为chat，无导航操作。 Drive：已按Jira key、问题概念和模块资料检索并打开正文。Alchemy：classification=chat，Doubao回复建议使用地图搜索附近餐厅，无operations。
资料：Jira原票 / 海外语音功能清单"	"结论：属于语音NLU多语言回归。正式清单支持“我饿了”导航餐饮POI，当前BIGSUR却转chat；历史1209链路还暴露poi_tag缺literal的车端兼容问题。
依据：Jira完整日志；海外语音功能清单；Alchemy当前实测；标准1433/深蓝24552。
处理：先恢复马来语到1209/restaurant的任务映射，并明确canonical为主、literal为展示补充的执行契约；语音NLU/多语言算法负责人处理，地图执行侧联调。
资料：Jira原票 / 海外语音功能清单"	FALSE		转语音		经办人：吴优；2026-08-18普通复查；Drive正文、版本族、关联票和Alchemy已核验；责任方：语音NLU/多语言算法负责人；未评论/转派/关闭Jira。	"Jira原票
海外语音功能清单"
2026-07-13	SD-5373｜query小憩模式音量调低2，将小憩模式时间调到最低了	"Jira：当前经办人吴优；待办；车端旧日志同时下发1186音量和1147情景时长，导致执行错误。 Drive：已按Jira key、问题概念和模块资料检索并打开正文。Alchemy：meta_id=1186，vehicle:audio:volume:adjust，channel=nap_mode、scale_offset=lower、scale_to=2；当前平台已不再下发时长操作。
资料：Jira原票 / 智能情景模式V4.9 / 海外语音功能清单"	"结论：当前平台路由已修正，转目标分支回归。正式定义支持小憩模式调节音量，当前BIGSUR只下发1186/nap_mode，不再误下发时长操作。
依据：Jira旧日志；智能情景模式V4.9；Alchemy当前实测；标准1368/深蓝24513。
处理：确认规则已下发C673-G3/G5目标release并用原话回归；语音平台发布负责人处理，测试验证只改变音量。
资料：Jira原票 / 智能情景模式V4.9 / 海外语音功能清单"	FALSE		待回归		经办人：吴优；2026-08-18普通复查；Drive正文、版本族、关联票和Alchemy已核验；责任方：语音平台发布负责人；未评论/转派/关闭Jira。	"Jira原票
智能情景模式V4.9
海外语音功能清单"
2026-07-13	SD-5269｜query：ตั้งระดับเสียง 50 เปอร์เซ็นต์，回复“我不明白，请尝试用另一种方式说。	Jira：评论询问无主体指令‘把音量调到50%’究竟调哪个音量。Drive：最新正式语料清单逐字命中泰语，分类为系统设置/声音/无指定通道百分比调节；系统设置功能定义V5.1明确‘音量调大调小，根据当前的音源焦点进行调节’，并分别定义媒体、通话、导航、智能语音通道，未定义全局/默认音量。Alchemy：当前误落1146小憩模式时长，与音量目标不符。资料：Jira原票 / 最新正式语料清单 / 系统设置V5.1。	"结论：无主体的百分比音量指令按当前音源焦点对应通道执行；当前焦点为媒体、通话、导航或智能语音时，将对应通道调到50%。不是全局同时调多个通道，也不是固定的‘默认音量’。当前BIGSUR误映射到1146小憩模式时长，属于泰语NLU映射缺陷。
依据：最新正式语料清单将原话归为‘无指定通道百分比调节’；系统设置V5.1规定无主体音量调节按当前音源焦点，并逐项定义四类可调通道。
处理：恢复到音量百分比调节意图，并按当前音源焦点落对应通道；清除1146错误竞争。语音NLU/泰语算法负责人处理。
资料：Jira原票 / 最新正式语料清单 / 系统设置V5.1。"	FALSE		转语音		经办人：吴优；2026-08-19 Drive深查复核；已纠正‘全局/默认音量’过度解释；正式规则为按当前音源焦点对应通道调到50%；责任方：语音NLU/泰语算法负责人；未评论/转派/关闭Jira。	"Jira原票
最新正式语料清单
系统设置V5.1"
2026-07-13	SD-5217｜未登陆账号仪表widget长期行驶信息长按方控可清除	Jira：待办/P1->High，未登陆账号仪表widget长期行驶信息长按方控可清除；关键评论：姜秋月：罗工 这个问题帮忙确认下 有未登录不显示“方控长按可清除”的需求吗，代码未见该逻辑，且长按方控后toast提示失败；工作说明对应模块未见直接结论。	SystemUI/Launcher（谢重任/曾爽）按预期结果修复并提供目标版本，测试回归后关闭。	FALSE		可转研发		经办人：吴优；已按时间线读取 3 条评论；实现问题	吴优工作说明
2026-07-13	SD-4637｜右舵车型，语音query：小憩模式时长调到最长（ضبط مدة وضع الغفوة على أطول وقت）小憩模式时长调到最短（ضبط مدة وضع الغفوة ع…	Jira：重新打开/P2->Medium，右舵车型，语音query：小憩模式时长调到最长（ضبط مدة وضع الغفوة على أطول وقت）小憩模式时长调到最短（ضبط مدة وضع الغفوة على أقصر وقت）…；关键评论：明逸智：根据PC-27680的说法，小憩模式不支持指定时长调节，只支持增量时长，非问题；工作说明已有同票/同类口径。	按当前生效定义处理，作为非问题关闭；测试同步修正用例或预期。	FALSE		可关闭		经办人：吴优；已按时间线读取 3 条评论；现状符合定义	吴优工作说明
